hardware_spec,embedding_index,horizon,diff
fake_lima,2,5,0.0
fake_lima,2,6,0.0
fake_lima,2,7,0.0
fake_london,0,4,0.0
fake_london,0,5,0.0
fake_london,0,6,0.0
fake_london,0,7,0.0
fake_london,1,4,0.0
fake_london,1,5,0.0
fake_london,1,6,0.0
fake_london,1,7,0.0
fake_london,2,4,0.0
fake_london,2,5,0.0
fake_london,2,6,0.0
fake_london,2,7,0.0
fake_manila,0,4,0.0
fake_manila,0,5,0.0
fake_manila,0,6,0.0
fake_manila,0,7,0.0
fake_manila,1,4,0.0
fake_manila,1,5,0.0
fake_manila,1,6,0.0
fake_manila,1,7,0.0
fake_manila,2,4,0.0
fake_manila,2,5,0.0
fake_manila,2,6,0.0
fake_manila,2,7,0.0
fake_ourense,0,4,0.0
fake_ourense,0,5,0.0
fake_ourense,0,6,0.0
fake_ourense,0,7,0.0
fake_ourense,1,4,0.0
fake_ourense,1,5,0.0
fake_ourense,1,6,0.0
fake_ourense,1,7,0.0
fake_ourense,2,4,0.0
fake_ourense,2,5,0.0
fake_ourense,2,6,0.0
fake_ourense,2,7,0.0
fake_quito,0,4,0.0
fake_quito,0,5,0.0
fake_quito,0,6,0.0
fake_quito,0,7,0.0
fake_quito,1,4,0.0
fake_quito,1,5,0.0
fake_quito,1,6,0.0
fake_quito,1,7,0.0
fake_quito,2,4,0.0
fake_quito,2,5,0.0
fake_quito,2,6,0.0
fake_quito,2,7,0.0
fake_rome,0,4,0.0
fake_rome,0,5,0.0
fake_rome,0,6,0.0
fake_rome,0,7,0.0
fake_rome,1,4,0.0
fake_rome,1,5,0.0
fake_rome,1,6,0.0
fake_rome,1,7,0.0
fake_rome,2,4,0.0
fake_rome,2,5,0.0
fake_rome,2,6,0.0
fake_rome,2,7,0.0
fake_santiago,0,4,0.0
fake_santiago,0,5,0.0
fake_santiago,0,6,0.0
fake_santiago,0,7,0.0
fake_santiago,1,4,0.0
fake_santiago,1,5,0.0
fake_santiago,1,6,0.0
fake_santiago,1,7,0.0
fake_santiago,2,4,0.0
fake_santiago,2,5,0.0
fake_santiago,2,6,0.0
fake_santiago,2,7,0.0
fake_tenerife,0,4,0.0
fake_tenerife,0,5,2.182783096493779e-07
fake_tenerife,0,6,0.0
fake_tenerife,0,7,4.7645134615414975e-08
fake_tenerife,1,4,0.0
fake_tenerife,1,5,0.0
fake_tenerife,1,6,0.0
fake_tenerife,1,7,0.0
fake_vigo,0,4,0.0
fake_vigo,0,5,0.0
fake_vigo,0,6,0.0
fake_vigo,0,7,0.0
fake_vigo,1,4,0.0
fake_vigo,1,5,0.0
fake_vigo,1,6,0.0
fake_vigo,1,7,0.0
fake_vigo,2,4,0.0
fake_vigo,2,5,0.0
fake_vigo,2,6,0.0
fake_vigo,2,7,0.0
fake_yorktown,0,4,0.0
fake_yorktown,0,5,0.0
fake_yorktown,0,6,0.0
fake_yorktown,0,7,0.0
fake_yorktown,1,4,0.0
fake_yorktown,1,5,0.0
fake_yorktown,1,6,0.0
fake_yorktown,1,7,0.0
fake_yorktown,2,4,0.0
fake_yorktown,2,5,0.0
fake_yorktown,2,6,0.0
fake_yorktown,2,7,0.0
fake_yorktown,3,4,0.0
fake_yorktown,3,5,0.0
fake_yorktown,3,6,0.0
fake_yorktown,3,7,0.0
fake_yorktown,4,4,0.0
fake_yorktown,4,5,0.0
fake_yorktown,4,6,0.0
fake_yorktown,4,7,0.0
fake_yorktown,5,4,0.0
fake_yorktown,5,5,0.0
fake_yorktown,5,6,0.0
fake_yorktown,5,7,0.0
fake_casablanca,0,4,0.0
fake_casablanca,0,5,0.0
fake_casablanca,0,6,0.0
fake_casablanca,0,7,0.0
fake_casablanca,1,4,0.0
fake_casablanca,1,5,0.0
fake_casablanca,1,6,0.0
fake_casablanca,1,7,0.0
fake_casablanca,2,4,0.0
fake_casablanca,2,5,0.0
fake_casablanca,2,6,0.0
fake_casablanca,2,7,0.0
fake_casablanca,3,4,0.0
fake_casablanca,3,5,0.0
fake_casablanca,3,6,0.0
fake_casablanca,3,7,0.0
fake_casablanca,4,4,0.0
fake_casablanca,4,5,0.0
fake_casablanca,4,6,0.0
fake_casablanca,4,7,0.0
fake_jakarta,0,4,0.0
fake_jakarta,0,5,0.0
fake_jakarta,0,6,0.0
fake_jakarta,0,7,0.0
fake_jakarta,1,4,0.0
fake_jakarta,1,5,0.0
fake_jakarta,1,6,0.0
fake_jakarta,1,7,0.0
fake_jakarta,2,4,0.0
fake_jakarta,2,5,0.0
fake_jakarta,2,6,0.0
fake_jakarta,2,7,0.0
fake_jakarta,3,4,0.0
fake_jakarta,3,5,0.0
fake_jakarta,3,6,0.0
fake_jakarta,3,7,0.0
fake_jakarta,4,4,0.0
fake_jakarta,4,5,0.0
fake_jakarta,4,6,0.0
fake_jakarta,4,7,0.0
fake_lagos,0,4,0.0
fake_lagos,0,5,0.0
fake_lagos,0,6,0.0
fake_lagos,0,7,0.0
fake_lagos,1,4,0.0
fake_lagos,1,5,0.0
fake_lagos,1,6,0.0
fake_lagos,1,7,0.0
fake_lagos,2,4,0.0
fake_lagos,2,5,0.0
fake_lagos,2,6,0.0
fake_lagos,2,7,0.0
fake_lagos,3,4,0.0
fake_lagos,3,5,0.0
fake_lagos,3,6,0.0
fake_lagos,3,7,0.0
fake_lagos,4,4,0.0
fake_lagos,4,5,0.0
fake_lagos,4,6,0.0
fake_lagos,4,7,0.0
fake_nairobi,0,4,0.0
fake_nairobi,0,5,0.0
fake_nairobi,0,6,0.0
fake_nairobi,0,7,0.0
fake_nairobi,1,4,0.0
fake_nairobi,1,5,0.0
fake_nairobi,1,6,0.0
fake_nairobi,1,7,0.0
fake_nairobi,2,4,0.0
fake_nairobi,2,5,0.0
fake_nairobi,2,6,0.0
fake_nairobi,2,7,0.0
fake_nairobi,3,4,0.0
fake_nairobi,3,5,0.0
fake_nairobi,3,6,0.0
fake_nairobi,3,7,0.0
fake_nairobi,4,4,0.0
fake_nairobi,4,5,0.0
fake_nairobi,4,6,0.0
fake_nairobi,4,7,0.0
fake_oslo,0,4,0.0
fake_oslo,0,5,4.228661454330762e-08
fake_oslo,0,6,0.0
fake_oslo,0,7,1.7881541802822198e-09
fake_oslo,1,4,0.0
fake_oslo,1,5,2.8191048162540255e-08
fake_oslo,1,6,0.0
fake_oslo,1,7,1.1921016396243544e-09
fake_oslo,2,4,0.0
fake_oslo,2,5,0.0
fake_oslo,2,6,0.0
fake_oslo,2,7,0.0
fake_oslo,3,4,0.0
fake_oslo,3,5,1.960399964584525e-08
fake_oslo,3,6,0.0
fake_oslo,3,7,5.764746457970205e-10
fake_oslo,4,4,0.0
fake_oslo,4,5,1.960399964584525e-08
fake_oslo,4,6,0.0
fake_oslo,4,7,5.764746457970205e-10
fake_perth,0,4,0.0
fake_perth,0,5,5.129177127471962e-08
fake_perth,0,6,0.0
fake_perth,0,7,2.6308432099497736e-09
fake_perth,1,4,0.0
fake_perth,1,5,5.129197644393457e-08
fake_perth,1,6,0.0
fake_perth,1,7,2.630853646046205e-09
fake_perth,2,4,0.0
fake_perth,2,5,0.0
fake_perth,2,6,0.0
fake_perth,2,7,0.0
fake_perth,3,4,0.0
fake_perth,3,5,0.0
fake_perth,3,6,0.0
fake_perth,3,7,0.0
fake_perth,4,4,0.0
fake_perth,4,5,0.0
fake_perth,4,6,0.0
fake_perth,4,7,0.0
fake_melbourne,0,4,0.0
fake_melbourne,0,5,0.0
fake_melbourne,0,6,0.0
fake_melbourne,0,7,0.0
fake_melbourne,1,4,0.0
fake_melbourne,1,5,0.0
fake_melbourne,1,6,0.0
fake_melbourne,1,7,0.0
fake_melbourne,2,4,0.0
fake_melbourne,2,5,0.0
fake_melbourne,2,6,0.0
fake_melbourne,2,7,0.0
fake_melbourne,3,4,0.0
fake_melbourne,3,5,0.0
fake_melbourne,3,6,0.0
fake_melbourne,3,7,0.0
fake_melbourne,4,4,0.0
fake_melbourne,4,5,0.0
fake_melbourne,4,6,0.0
fake_melbourne,4,7,0.0
fake_melbourne,5,4,0.0
fake_melbourne,5,5,0.0
fake_melbourne,5,6,0.0
fake_melbourne,5,7,0.0
fake_melbourne,6,4,0.0
fake_melbourne,6,5,0.0
fake_melbourne,6,6,0.0
fake_melbourne,6,7,0.0
fake_melbourne,7,4,0.0
fake_melbourne,7,5,0.0
fake_melbourne,7,6,0.0
fake_melbourne,7,7,0.0
fake_guadalupe,0,4,0.0
fake_guadalupe,0,5,0.0
fake_guadalupe,0,6,0.0
fake_guadalupe,0,7,0.0
fake_guadalupe,1,4,0.0
fake_guadalupe,1,5,0.0
fake_guadalupe,1,6,0.0
fake_guadalupe,1,7,0.0
fake_guadalupe,2,4,0.0
fake_guadalupe,2,5,0.0
fake_guadalupe,2,6,0.0
fake_guadalupe,2,7,0.0
fake_guadalupe,3,4,0.0
fake_guadalupe,3,5,0.0
fake_guadalupe,3,6,0.0
fake_guadalupe,3,7,0.0
fake_almaden,0,4,0.0
fake_almaden,0,5,0.0
fake_almaden,0,6,0.0
fake_almaden,0,7,0.0
fake_almaden,1,4,0.0
fake_almaden,1,5,0.0
fake_almaden,1,6,0.0
fake_almaden,1,7,0.0
fake_almaden,2,4,0.0
fake_almaden,2,5,0.0
fake_almaden,2,6,0.0
fake_almaden,2,7,0.0
fake_almaden,3,4,0.0
fake_almaden,3,5,0.0
fake_almaden,3,6,0.0
fake_almaden,3,7,0.0
fake_almaden,4,4,0.0
fake_almaden,4,5,0.0
fake_almaden,4,6,0.0
fake_almaden,4,7,0.0
fake_almaden,5,4,0.0
fake_almaden,5,5,0.0
fake_almaden,5,6,0.0
fake_almaden,5,7,0.0
fake_almaden,6,4,0.0
fake_almaden,6,5,0.0
fake_almaden,6,6,0.0
fake_almaden,6,7,0.0
fake_almaden,7,4,0.0
fake_almaden,7,5,0.0
fake_almaden,7,6,0.0
fake_almaden,7,7,0.0
fake_almaden,8,4,0.0
fake_almaden,8,5,0.0
fake_almaden,8,6,0.0
fake_almaden,8,7,0.0
fake_boeblingen,0,4,0.0
fake_boeblingen,0,5,0.0
fake_boeblingen,0,6,0.0
fake_boeblingen,0,7,0.0
fake_boeblingen,1,4,0.0
fake_boeblingen,1,5,0.0
fake_boeblingen,1,6,0.0
fake_boeblingen,1,7,0.0
fake_boeblingen,2,4,0.0
fake_boeblingen,2,5,0.0
fake_boeblingen,2,6,0.0
fake_boeblingen,2,7,0.0
fake_boeblingen,3,4,0.0
fake_boeblingen,3,5,0.0
fake_boeblingen,3,6,0.0
fake_boeblingen,3,7,0.0
fake_boeblingen,4,4,0.0
fake_boeblingen,4,5,0.0
fake_boeblingen,4,6,0.0
fake_boeblingen,4,7,0.0
fake_boeblingen,5,4,0.0
fake_boeblingen,5,5,0.0
fake_boeblingen,5,6,0.0
fake_boeblingen,5,7,0.0
fake_boeblingen,6,4,0.0
fake_boeblingen,6,5,0.0
fake_boeblingen,6,6,0.0
fake_boeblingen,6,7,0.0
fake_johannesburg,0,4,0.0
fake_johannesburg,0,5,0.0
fake_johannesburg,0,6,0.0
fake_johannesburg,0,7,0.0
fake_johannesburg,1,4,0.0
fake_johannesburg,1,5,0.0
fake_johannesburg,1,6,0.0
fake_johannesburg,1,7,0.0
fake_johannesburg,2,4,0.0
fake_johannesburg,2,5,0.0
fake_johannesburg,2,6,0.0
fake_johannesburg,2,7,0.0
fake_johannesburg,3,4,0.0
fake_johannesburg,3,5,0.0
fake_johannesburg,3,6,0.0
fake_johannesburg,3,7,0.0
fake_johannesburg,4,4,0.0
fake_johannesburg,4,5,0.0
fake_johannesburg,4,6,0.0
fake_johannesburg,4,7,0.0
fake_poughkeepsie,0,4,0.0
fake_poughkeepsie,0,5,0.0
fake_poughkeepsie,0,6,0.0
fake_poughkeepsie,0,7,0.0
fake_poughkeepsie,1,4,0.0
fake_poughkeepsie,1,5,0.0
fake_poughkeepsie,1,6,0.0
fake_poughkeepsie,1,7,0.0
fake_poughkeepsie,2,4,0.0
fake_poughkeepsie,2,5,0.0
fake_poughkeepsie,2,6,0.0
fake_poughkeepsie,2,7,0.0
fake_poughkeepsie,3,4,0.0
fake_poughkeepsie,3,5,0.0
fake_poughkeepsie,3,6,0.0
fake_poughkeepsie,3,7,0.0
fake_poughkeepsie,4,4,0.0
fake_poughkeepsie,4,5,0.0
fake_poughkeepsie,4,6,0.0
fake_poughkeepsie,4,7,0.0
fake_poughkeepsie,5,4,0.0
fake_poughkeepsie,5,5,0.0
fake_poughkeepsie,5,6,0.0
fake_poughkeepsie,5,7,0.0
fake_singapore,0,4,0.0
fake_singapore,0,5,0.0
fake_singapore,0,6,0.0
fake_singapore,0,7,0.0
fake_singapore,1,4,0.0
fake_singapore,1,5,0.0
fake_singapore,1,6,0.0
fake_singapore,1,7,0.0
fake_singapore,2,4,0.0
fake_singapore,2,5,0.0
fake_singapore,2,6,0.0
fake_singapore,2,7,0.0
fake_singapore,3,4,0.0
fake_singapore,3,5,0.0
fake_singapore,3,6,0.0
fake_singapore,3,7,0.0
fake_singapore,4,4,0.0
fake_singapore,4,5,0.0
fake_singapore,4,6,0.0
fake_singapore,4,7,0.0
fake_singapore,5,4,0.0
fake_singapore,5,5,0.0
fake_singapore,5,6,0.0
fake_singapore,5,7,0.0
fake_tokyo,0,4,0.0
fake_tokyo,0,5,0.0
fake_tokyo,0,6,0.0
fake_tokyo,0,7,0.0
fake_tokyo,1,4,0.0
fake_tokyo,1,5,0.0
fake_tokyo,1,6,0.0
fake_tokyo,1,7,0.0
fake_tokyo,2,4,0.0
fake_tokyo,2,5,0.0
fake_tokyo,2,6,0.0
fake_tokyo,2,7,0.0
fake_tokyo,3,4,0.0
fake_tokyo,3,5,0.0
fake_tokyo,3,6,0.0
fake_tokyo,3,7,0.0
fake_tokyo,4,4,0.0
fake_tokyo,4,5,0.0
fake_tokyo,4,6,0.0
fake_tokyo,4,7,0.0
fake_tokyo,5,4,0.0
fake_tokyo,5,5,0.0
fake_tokyo,5,6,0.0
fake_tokyo,5,7,0.0
fake_tokyo,6,4,0.0
fake_tokyo,6,5,0.0
fake_tokyo,6,6,0.0
fake_tokyo,6,7,0.0
fake_tokyo,7,4,0.0
fake_tokyo,7,5,0.0
fake_tokyo,7,6,0.0
fake_tokyo,7,7,0.0
fake_tokyo,8,4,0.0
fake_tokyo,8,5,0.0
fake_tokyo,8,6,0.0
fake_tokyo,8,7,0.0
fake_tokyo,9,4,0.0
fake_tokyo,9,5,0.0
fake_tokyo,9,6,0.0
fake_tokyo,9,7,0.0
fake_rochester,0,4,0.0
fake_rochester,0,5,0.0
fake_rochester,0,6,0.0
fake_rochester,0,7,0.0
fake_rochester,1,4,0.0
fake_rochester,1,5,0.0
fake_rochester,1,6,0.0
fake_rochester,1,7,0.0
fake_rochester,2,4,0.0
fake_rochester,2,5,0.0
fake_rochester,2,6,0.0
fake_rochester,2,7,0.0
fake_rochester,3,4,0.0
fake_rochester,3,5,0.0
fake_rochester,3,6,0.0
fake_rochester,3,7,0.0
fake_rochester,4,4,0.0
fake_rochester,4,5,0.0
fake_rochester,4,6,0.0
fake_rochester,4,7,0.0
fake_auckland,0,4,0.0
fake_auckland,0,5,0.0
fake_auckland,0,6,0.0
fake_auckland,0,7,0.0
fake_auckland,1,4,0.0
fake_auckland,1,5,6.359027304725373e-09
fake_auckland,1,6,0.0
fake_auckland,1,7,1.2131196047704407e-10
fake_cairo,0,4,0.0
fake_cairo,0,5,0.0
fake_cairo,0,6,0.0
fake_cairo,0,7,0.0
fake_cairo,1,4,0.0
fake_cairo,1,5,0.0
fake_cairo,1,6,0.0
fake_cairo,1,7,0.0
fake_cairo,2,4,0.0
fake_cairo,2,5,0.0
fake_cairo,2,6,0.0
fake_cairo,2,7,0.0
fake_cairo,3,4,0.0
fake_cairo,3,5,0.0
fake_cairo,3,6,0.0
fake_cairo,3,7,0.0
fake_cairo,4,4,0.0
fake_cairo,4,5,0.0
fake_cairo,4,6,0.0
fake_cairo,4,7,0.0
fake_cairo,5,4,0.0
fake_cairo,5,5,0.0
fake_cairo,5,6,0.0
fake_cairo,5,7,0.0
fake_cairo,6,4,0.0
fake_cairo,6,5,0.0
fake_cairo,6,6,0.0
fake_cairo,6,7,0.0
fake_cairo,7,4,0.0
fake_cairo,7,5,0.0
fake_cairo,7,6,0.0
fake_cairo,7,7,0.0
fake_cairo,8,4,0.0
fake_cairo,8,5,0.0
fake_cairo,8,6,0.0
fake_cairo,8,7,0.0
fake_cairo,9,4,0.0
fake_cairo,9,5,0.0
fake_cairo,9,6,0.0
fake_cairo,9,7,0.0
fake_geneva,0,4,0.0
fake_geneva,0,5,3.6421957683163697e-07
fake_geneva,0,6,0.0
fake_geneva,0,7,1.3265536957796087e-07
fake_geneva,1,4,0.0
fake_geneva,1,5,0.0
fake_geneva,1,6,0.0
fake_geneva,1,7,0.0
fake_geneva,2,4,0.0
fake_geneva,2,5,0.0
fake_geneva,2,6,0.0
fake_geneva,2,7,0.0
fake_hanoi,0,4,0.0
fake_hanoi,0,5,0.0
fake_hanoi,0,6,0.0
fake_hanoi,0,7,0.0
fake_hanoi,1,4,0.0
fake_hanoi,1,5,0.0
fake_hanoi,1,6,0.0
fake_hanoi,1,7,0.0
fake_hanoi,2,4,0.0
fake_hanoi,2,5,0.0
fake_hanoi,2,6,0.0
fake_hanoi,2,7,0.0
fake_hanoi,3,4,0.0
fake_hanoi,3,5,0.0
fake_hanoi,3,6,0.0
fake_hanoi,3,7,0.0
fake_hanoi,4,4,0.0
fake_hanoi,4,5,0.0
fake_hanoi,4,6,0.0
fake_hanoi,4,7,0.0
fake_hanoi,5,4,0.0
fake_hanoi,5,5,0.0
fake_hanoi,5,6,0.0
fake_hanoi,5,7,0.0
fake_hanoi,6,4,0.0
fake_hanoi,6,5,0.0
fake_hanoi,6,6,0.0
fake_hanoi,6,7,0.0
fake_kolkata,0,4,0.0
fake_kolkata,0,5,0.0
fake_kolkata,0,6,0.0
fake_kolkata,0,7,0.0
fake_kolkata,1,4,0.0
fake_kolkata,1,5,0.0
fake_kolkata,1,6,0.0
fake_kolkata,1,7,0.0
fake_kolkata,2,4,0.0
fake_kolkata,2,5,0.0
fake_kolkata,2,6,0.0
fake_kolkata,2,7,0.0
fake_kolkata,3,4,0.0
fake_kolkata,3,5,6.75375322334304e-09
fake_kolkata,3,6,0.0
fake_kolkata,3,7,1.3683976174405643e-10
fake_kolkata,4,4,0.0
fake_kolkata,4,5,0.0
fake_kolkata,4,6,0.0
fake_kolkata,4,7,0.0
fake_kolkata,5,4,0.0
fake_kolkata,5,5,0.0
fake_kolkata,5,6,0.0
fake_kolkata,5,7,0.0
fake_kolkata,6,4,0.0
fake_kolkata,6,5,0.0
fake_kolkata,6,6,0.0
fake_kolkata,6,7,0.0
fake_montreal,0,4,0.0
fake_montreal,0,5,0.0
fake_montreal,0,6,0.0
fake_montreal,0,7,0.0
fake_montreal,1,4,0.0
fake_montreal,1,5,0.0
fake_montreal,1,6,0.0
fake_montreal,1,7,0.0
fake_montreal,2,4,0.0
fake_montreal,2,5,0.0
fake_montreal,2,6,0.0
fake_montreal,2,7,0.0
fake_montreal,3,4,0.0
fake_montreal,3,5,0.0
fake_montreal,3,6,0.0
fake_montreal,3,7,0.0
fake_mumbai,0,4,0.0
fake_mumbai,0,5,0.0
fake_mumbai,0,6,0.0
fake_mumbai,0,7,0.0
fake_mumbai,1,4,0.0
fake_mumbai,1,5,0.0
fake_mumbai,1,6,0.0
fake_mumbai,1,7,0.0
fake_mumbai,2,4,0.0
fake_mumbai,2,5,0.0
fake_mumbai,2,6,0.0
fake_mumbai,2,7,0.0
fake_mumbai,3,4,0.0
fake_mumbai,3,5,0.0
fake_mumbai,3,6,0.0
fake_mumbai,3,7,0.0
fake_mumbai,4,4,0.0
fake_mumbai,4,5,0.0
fake_mumbai,4,6,0.0
fake_mumbai,4,7,0.0
fake_mumbai,5,4,0.0
fake_mumbai,5,5,0.0
fake_mumbai,5,6,0.0
fake_mumbai,5,7,0.0
fake_mumbai,6,4,0.0
fake_mumbai,6,5,0.0
fake_mumbai,6,6,0.0
fake_mumbai,6,7,0.0
fake_mumbai,7,4,0.0
fake_mumbai,7,5,0.0
fake_mumbai,7,6,0.0
fake_mumbai,7,7,0.0
fake_paris,0,4,0.0
fake_paris,0,5,0.0
fake_paris,0,6,0.0
fake_paris,0,7,0.0
fake_paris,1,4,0.0
fake_paris,1,5,0.0
fake_paris,1,6,0.0
fake_paris,1,7,0.0
fake_paris,2,4,0.0
fake_paris,2,5,0.0
fake_paris,2,6,0.0
fake_paris,2,7,0.0
fake_paris,3,4,0.0
fake_paris,3,5,0.0
fake_paris,3,6,0.0
fake_paris,3,7,0.0
fake_paris,4,4,0.0
fake_paris,4,5,0.0
fake_paris,4,6,0.0
fake_paris,4,7,0.0
fake_paris,5,4,0.0
fake_paris,5,5,0.0
fake_paris,5,6,0.0
fake_paris,5,7,0.0
fake_paris,6,4,0.0
fake_paris,6,5,0.0
fake_paris,6,6,0.0
fake_paris,6,7,0.0
fake_sydney,0,4,0.0
fake_sydney,0,5,0.0
fake_sydney,0,6,0.0
fake_sydney,0,7,0.0
fake_sydney,1,4,0.0
fake_sydney,1,5,0.0
fake_sydney,1,6,0.0
fake_sydney,1,7,0.0
fake_sydney,2,4,0.0
fake_sydney,2,5,0.0
fake_sydney,2,6,0.0
fake_sydney,2,7,0.0
fake_sydney,3,4,0.0
fake_sydney,3,5,0.0
fake_sydney,3,6,0.0
fake_sydney,3,7,0.0
fake_sydney,4,4,0.0
fake_sydney,4,5,0.0
fake_sydney,4,6,0.0
fake_sydney,4,7,0.0
fake_sydney,5,4,0.0
fake_sydney,5,5,0.0
fake_sydney,5,6,0.0
fake_sydney,5,7,0.0
fake_toronto,0,4,0.0
fake_toronto,0,5,0.0
fake_toronto,0,6,0.0
fake_toronto,0,7,0.0
fake_toronto,1,4,0.0
fake_toronto,1,5,0.0
fake_toronto,1,6,0.0
fake_toronto,1,7,0.0
fake_toronto,2,4,0.0
fake_toronto,2,5,0.0
fake_toronto,2,6,0.0
fake_toronto,2,7,0.0
fake_toronto,3,4,0.0
fake_toronto,3,5,0.0
fake_toronto,3,6,0.0
fake_cambridge,0,4,0.0
fake_cambridge,0,5,0.0
fake_cambridge,0,6,0.0
fake_cambridge,0,7,0.0
fake_cambridge,1,4,0.0
fake_cambridge,1,5,0.0
fake_cambridge,1,6,0.0
fake_cambridge,1,7,0.0
fake_cambridge,2,4,0.0
fake_cambridge,2,5,0.0
fake_cambridge,2,6,0.0
fake_cambridge,2,7,0.0
fake_cambridge,3,4,0.0
fake_cambridge,3,5,0.0
fake_cambridge,3,6,0.0
fake_cambridge,3,7,0.0
fake_cambridge,4,4,0.0
fake_cambridge,4,5,0.0
fake_cambridge,4,6,0.0
fake_cambridge,4,7,0.0
fake_washington,0,4,0.0
fake_washington,0,5,0.0
fake_washington,0,6,0.0
fake_washington,0,7,0.0
fake_washington,1,4,0.0
fake_washington,1,5,3.67387934518959e-08
fake_washington,1,6,0.0
fake_washington,1,7,1.34973632270885e-09
fake_washington,2,4,0.0
fake_washington,2,5,0.0
fake_washington,2,6,0.0
fake_washington,2,7,0.0
fake_washington,3,4,0.0
fake_washington,3,5,0.0
fake_washington,3,6,0.0
fake_washington,3,7,0.0
fake_washington,4,4,0.0
fake_washington,4,5,0.0
fake_washington,4,6,0.0
fake_washington,4,7,0.0
fake_washington,5,4,0.0
fake_washington,5,5,0.0
fake_washington,5,6,0.0
fake_washington,5,7,0.0
fake_washington,6,4,0.0
fake_washington,6,5,0.0
fake_washington,6,6,0.0
fake_washington,6,7,0.0
